,total_points_prev,current_gw,assists,big_chances_created,clean_sheets,clearances_blocks_interceptions,dribbles,errors_leading_to_goal,ict_index,key_passes,penalties_missed,penalties_saved,position_number,total_points,prediction
9984,2,7,0.45,0.15,0,0.65,3.25,0,8.065,1.7,0,0,3,3.15,4.109162331
9985,2,8,0.3,0.1,0,0.75,3.75,0,9.655,1.5,0,0,3,2.8,4.893054962
9986,5,9,0.15,0.05,0,0.5,2.75,0,7.13,0.9,0,0,3,2.45,3.679686069
9987,2,10,0.5,0.4,0,0.6,1.95,0,7.66,1.25,0,0,3,3.5,4.021608829
9988,3,11,0.35,0.3,0,0.4,1.5,0,7.03,0.8,0,0,3,3.05,3.668105602
9989,2,12,0.15,0.15,0.4,1,1.95,0,4.395,0.35,0,0,3,2.85,2.731578827
9990,2,13,0.1,0.5,0.3,0.7,1.6,0,3.86,1,0,0,3,2.6,2.170199871
9991,7,14,0.05,0.35,0.15,0.35,1.3,0,5.35,1.5,0,0,3,2.3,2.858781338
9992,1,15,0,0.15,0.1,0.2,2.4,0,6.215,1.3,0,0,3,4.1,2.857905388
9993,1,16,0,0.1,0.05,0.5,2,0,6.46,1.2,0,0,3,3.15,2.939902782
9994,9,6,0.7,0.7,0,0.4,0.65,0,5.26,1.35,0,0,3,3.9,3.324465752
9995,5,7,0.45,0.45,0,0.6,0.35,0,7.765,1.6,0,0,3,6.1,4.089114666
9996,7,8,0.65,0.25,0,1.2,0.15,0,5.96,1.4,0,0,3,6.05,3.472263813
9997,9,9,0.85,0.55,0.4,1.2,0.45,0,7.87,2,0,0,3,6.4,5.26860857
9998,1,10,0.5,0.35,0.3,1.5,0.3,0,7.96,1.3,0,0,3,7.6,4.505480289
9999,5,11,0.25,0.55,0.15,1.8,0.15,0,6.275,1.05,0,0,3,5.1,3.584863663
10000,9,12,0.55,0.8,0.1,1.9,0.9,0,5.37,1.05,0,0,3,4.6,3.63726759
10001,2,13,0.35,0.5,0.45,1.95,0.65,0,8.805,1.4,0,0,3,6.5,5.171840668
10002,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10003,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10004,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10005,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10006,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10007,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10008,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10009,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10010,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10011,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10012,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10013,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10014,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10015,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10016,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10017,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10018,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10019,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10020,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10021,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10022,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10023,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10024,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10025,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10026,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10027,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10028,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10029,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10030,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10031,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10032,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10033,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10034,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10035,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10036,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10037,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10038,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10039,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10040,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10041,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10042,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10043,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10044,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10045,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10046,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10047,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10048,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10049,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10050,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10051,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10052,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10053,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10054,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10055,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10056,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10057,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10058,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10059,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10060,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10061,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10062,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10063,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10064,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10065,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
10066,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10067,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10068,9,8,0,0,0,0,0,0,0,0,0,0,2,0,0.164593309
10069,9,9,0,0,0.4,1.6,0,0,1.2,0,0,0,2,3.6,1.444483519
10070,2,10,0,0,0.7,6.4,0,0,2.14,0,0,0,2,6.3,2.327178478
10071,0,11,0,0,0.45,7.3,0,0,2.42,0,0,0,2,4.85,2.088807106
10072,0,12,0,0,0.25,4.45,0,0,1.545,0,0,0,2,2.85,1.101356983
10073,6,13,0,0,0.15,2.55,0,0,0.85,0,0,0,2,1.65,0.818413258
10074,0,14,0,0,0.45,4.55,0,0,1.695,0,0,0,2,3.05,1.464528799
10075,0,15,0,0,0.3,2.75,0,0,1.09,0,0,0,2,1.9,0.781728983
10076,0,16,0,0,0.15,1.2,0,0,0.48,0,0,0,2,0.9,0.126381502
10077,2,17,0,0,0.1,0.8,0,0,0.32,0,0,0,2,0.6,0.125058204
10078,6,18,0,0,0.05,2,0,0,2.2,0,0,0,2,1.1,1.355333567
10079,15,19,0,0,0.4,4,0,0,2.25,0,0,0,2,3,2.620657921
10080,5,20,0,0,0.7,4.3,0,0,4.545,0.4,0,0,2,8.1,3.538343191
10081,0,21,0.4,0,0.45,3.85,0,0,3.77,0.3,0,0,2,7.6,2.770216942
10082,0,22,0.3,0,0.25,4.4,0,0,2.43,0.15,0,0,2,4.45,1.792651176
10083,0,23,0.15,0,0.15,2.7,0,0,1.38,0.1,0,0,2,2.55,0.841178536
10084,0,24,0.1,0,0.05,1.25,0,0,0.68,0.05,0,0,2,1.25,0.177534252
10085,0,25,0.05,0,0,0.65,0,0,0.16,0,0,0,2,0.25,0.125058204
10086,0,26,0,0,0,0.25,0,0,0.045,0,0,0,2,0,0.125058204
10087,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10088,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10089,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10090,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10091,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10092,1,32,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10093,1,33,0,0,0,0,0,0,0,0,0,0,2,0.4,0.125058204
10094,0,34,0,0,0,0.4,0,0,0.04,0,0,0,2,0.7,0.125058204
10095,0,35,0,0,0,0.3,0,0,0.03,0,0,0,2,0.45,0.125058204
10096,6,36,0,0,0,0.15,0,0,0.015,0,0,0,2,0.25,0.125058204
10097,1,37,0,0,0.4,2.5,0,0,1.33,0,0,0,2,2.55,1.125650406
10098,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10099,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10100,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10101,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10102,2,10,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10103,0,11,0,0,0,0.4,0.8,0,2.44,1.2,0,0,2,0.8,0.656723022
10104,0,12,0,0,0,0.3,0.6,0,1.83,0.9,0,0,2,0.6,0.380197257
10105,0,13,0,0,0,0.15,0.3,0,0.915,0.45,0,0,2,0.3,0.125058204
10106,0,14,0,0,0,0.1,0.2,0,0.61,0.3,0,0,2,0.2,0.125058204
10107,2,15,0,0,0,0.05,0.1,0,0.305,0.15,0,0,2,0.1,0.125058204
10108,0,16,0,0,0,0,0,0,0.24,0,0,0,2,0.8,0.125058204
10109,0,17,0,0,0,0,0,0,0.18,0,0,0,2,0.6,0.125058204
10110,0,18,0,0,0,0,0,0,0.09,0,0,0,2,0.3,0.125058204
10111,0,19,0,0,0,0,0,0,0.06,0,0,0,2,0.2,0.125058204
10112,0,20,0,0,0,0,0,0,0.03,0,0,0,2,0.1,0.125058204
10113,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10114,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10115,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10116,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10117,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10118,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10119,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10120,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10121,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10122,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10123,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10124,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10125,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10126,0,34,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10127,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10128,0,36,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10129,0,37,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10130,1,6,0,0,0.3,5.95,0.7,0,3.225,0.55,0,0,2,3.5,2.160557032
10131,2,7,0,0,0.15,4.2,0.85,0,2.37,0.3,0,0,2,2.4,1.47365284
10132,6,8,0,0,0.05,4,0.55,0,1.955,0.15,0,0,2,2,1.378767014
10133,6,9,0,0,0.4,3.15,0.3,0,3.78,1.25,0,0,2,3.45,2.503895521
10134,0,10,0,0,0.7,3.2,0.15,0,3.625,1.3,0,0,2,4.7,2.429606676
10135,2,11,0,0,0.45,2,0.05,0,2.08,0.75,0,0,2,2.95,1.407176018
10136,5,12,0,0,0.25,5,0,0,2.14,0.45,0,0,2,2.4,1.692385912
10137,0,13,0,0,0.55,4.3,0.4,0,1.86,0.25,0,0,2,3.5,1.626768827
10138,5,14,0,0,0.35,2.3,0.3,0,0.89,0.05,0,0,2,2.1,1.025928617
10139,1,15,0,0,0.55,3.7,0.15,0,0.955,0,0,0,2,2.95,1.203437805
10140,0,16,0,0,0.4,2.9,0.1,0,0.68,0,0,0,2,2.5,0.717576027
10141,0,17,0,0,0.2,1.3,0.05,0,0.29,0,0,0,2,1.3,0.125058204
10142,0,18,0,0,0.1,0.75,0,0,0.145,0,0,0,2,0.65,0.125058204
10143,0,19,0,0,0.05,0.4,0,0,0.075,0,0,0,2,0.35,0.125058204
10144,0,20,0,0,0,0.05,0,0,0.005,0,0,0,2,0.05,0.125058204
10145,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10146,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10147,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10148,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10149,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10150,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10151,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10152,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10153,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10154,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10155,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10156,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10157,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10158,0,34,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10159,1,35,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10160,1,36,0,0,0,0,0,0,0,0,0,0,2,0.4,0.125058204
10161,0,37,0,0,0,0,0,0,0.04,0,0,0,2,0.7,0.125058204
10162,15,6,0,0,0,0,0,0,0,0,0,0,2,0.85,0.502734005
10163,0,7,0,0,0.4,2,0,0,3.08,0,0,0,2,6.55,1.882321358
10164,0,8,0,0,0.3,1.5,0,0,2.31,0,0,0,2,4.8,1.296828508
10165,0,9,0,0,0.15,0.75,0,0,1.155,0,0,0,2,2.4,0.417700052
10166,0,10,0,0,0.1,0.5,0,0,0.77,0,0,0,2,1.55,0.134774864
10167,1,11,0,0,0.05,0.25,0,0,0.385,0,0,0,2,0.75,0.125058204
10168,0,12,0,0,0,0,0,0,0.08,0,0,0,2,0.4,0.125058204
10169,1,13,0,0,0,0,0,0,0.06,0,0,0,2,0.3,0.125058204
10170,0,14,0,0,0,0,0,0,0.03,0,0,0,2,0.55,0.125058204
10171,2,15,0,0,0,0,0,0,0.02,0,0,0,2,0.4,0.125058204
10172,6,16,0,0,0,1.2,0.4,0,0.81,0,0,0,2,1,0.491737694
10173,0,17,0,0,0.4,3.3,0.3,0,1.44,0,0,0,2,3.1,1.164340734
10174,0,18,0,0,0.3,2.25,0.15,0,0.93,0,0,0,2,2.15,0.65990591
10175,0,19,0,0,0.15,1.2,0.1,0,0.515,0,0,0,2,1.1,0.142423332
10176,0,20,0,0,0.1,0.75,0.05,0,0.31,0,0,0,2,0.7,0.125058204
10177,0,21,0,0,0.05,0.3,0,0,0.105,0,0,0,2,0.3,0.125058204
10178,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10179,1,23,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10180,1,24,0,0,0,2.8,0,0,2.32,0,0,0,2,0.4,1.104794145
10181,1,25,0,0,0,3.7,0.4,0,3.02,0,0,0,2,0.7,1.575548649
10182,7,26,0,0,0,5.45,0.3,0,3.15,0,0,0,2,0.85,2.186845541
10183,6,27,0,0.4,0.4,8.9,0.15,0,3.29,0.4,0,0,2,3.35,3.043887615
10184,6,28,0,0.3,0.7,7.45,0.5,0,3.035,0.3,0,0,2,4.8,3.204051971
10185,7,29,0,0.15,0.85,7.75,0.35,0,2.905,0.15,0,0,2,5.4,3.42517519
10186,1,30,0,0.1,0.95,9.4,0.55,0,3.47,0.5,0,0,2,6.25,3.546918631
10187,2,31,0,0.05,0.6,8.9,0.4,0,3.225,0.35,0,0,2,4.35,2.977889538
10188,2,32,0,0,0.3,6.75,0.2,0,2.92,0.15,0,0,2,3.05,2.240310907
10189,2,33,0,0,0.15,5.55,0.1,0,2.325,0.1,0,0,2,2.55,1.622338057
10190,6,34,0,0,0.05,5.55,0.45,0,2.495,0.05,0,0,2,2.15,1.86375773
10191,6,35,0,0,0.4,5.2,0.3,0,2.465,0,0,0,2,3.55,2.296686411
10192,0,36,0,0,0.7,4.6,0.15,0,2.52,0,0,0,2,4.8,2.28537035
10193,0,37,0,0,0.45,2.75,0.1,0,1.54,0,0,0,2,3,1.261988759
10194,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10195,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10196,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10197,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10198,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10199,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10200,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10201,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10202,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10203,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10204,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10205,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10206,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10207,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10208,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10209,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10210,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10211,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10212,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10213,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10214,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10215,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10216,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10217,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10218,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10219,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10220,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10221,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10222,0,34,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10223,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10224,0,36,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10225,0,37,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
10226,11,6,0,0,0.7,3.25,0.8,0,2.81,0.3,0,0,2,4.5,2.941178322
10227,2,7,0.4,0,0.85,3.25,0.4,0,3.685,0.6,0,0,2,7.25,3.267433167
10228,0,8,0.3,0,0.5,2.65,0.25,0,4.4,1.2,0,0,2,5.45,2.776855946
10229,0,9,0.15,0,0.25,1.55,0.1,0,2.62,0.75,0,0,2,2.95,1.365942478
10230,2,10,0.1,0,0.15,0.8,0,0,1.405,0.4,0,0,2,1.7,0.680061936
10231,2,11,0.05,0,0.05,0.75,0,0,3.42,0.65,0,0,2,1.55,1.513935924
10232,11,12,0,0.4,0,3.2,0.8,0,4.205,1.2,0,0,2,1.5,2.631431103
10233,14,13,0.4,0.7,0.4,3.85,0.6,0,5.9,1.55,0,0,2,5.3,4.626968384
10234,6,14,0.3,0.45,0.7,3.55,0.3,0,7.015,1.4,0,0,2,9.4,4.964317322
10235,2,15,0.15,0.25,0.85,3.45,0.2,0,6.59,1.65,0,0,2,8.55,4.458222866
10236,0,16,0.1,0.15,0.55,2.5,0.5,0,5.175,1.05,0,0,2,5.9,3.167729139
10237,0,17,0.05,0.05,0.3,1.25,0.3,0,2.975,0.5,0,0,2,3.45,1.599556684
10238,0,18,0,0,0.15,0.6,0.15,0,1.41,0.25,0,0,2,1.6,0.50695312
10239,11,19,0,0,0.05,0.25,0.1,0,0.595,0.1,0,0,2,0.5,0.652161598
10240,2,20,0.4,0.4,0.4,0.85,0.05,0,4.04,1.2,0,0,2,4.5,2.595213413
10241,1,21,0.3,0.3,0.3,2.6,0,0,4.83,1.3,0,0,2,4.1,2.846337318
10242,6,22,0.15,0.15,0.15,3.8,0.4,0,5.295,1.15,0,0,2,2.65,3.218998671
10243,0,23,0.1,0.1,0.5,4.05,0.7,0,5.69,1.55,0,0,2,4.1,3.418648243
10244,0,24,0.05,0.05,0.35,2.55,0.45,0,3.515,1,0,0,2,2.7,1.985095024
10245,0,25,0,0,0.15,1.35,0.25,0,1.665,0.45,0,0,2,1.1,0.684575677
10246,1,26,0,0,0.1,0.65,0.15,0,0.85,0.25,0,0,2,0.65,0.226767972
10247,0,27,0,0,0.05,1,0.05,0,1.195,0.1,0,0,2,0.7,0.335997939
10248,18,28,0,0,0,0.6,0,0,0.69,0,0,0,2,0.3,1.151225448
10249,9,29,1.2,1.2,0.4,0.7,0,0,6.305,2,0,0,2,7.35,4.890799522
10250,2,30,0.9,0.9,0.7,2.9,0.4,0,7.74,2.3,0,0,2,9.1,5.453861713
10251,2,31,0.45,0.85,0.45,2.85,0.7,0,7.35,2.55,0,0,2,6.25,4.495152473
10252,2,32,0.3,0.6,0.25,2.4,0.45,0,7.15,2.5,0,0,2,4.55,3.905275822
10253,4,33,0.15,0.3,0.15,3.55,0.65,0,7.865,2.3,0,0,2,3.5,4.248868942
10254,8,34,0.4,0.1,0.05,3.5,0.45,0,6.44,1.7,0,0,2,3.15,3.891324997
10255,11,35,0.3,0.05,0.4,3.95,1,0,6.445,1.35,0,0,2,5,4.612287521
10256,10,36,0.55,0,0.7,2.95,0.7,0,8.61,2.75,0,0,2,7.7,5.897398472
10257,10,37,0.8,0.4,0.85,2.8,0.35,0,8.025,2.65,0,0,2,9,6.069685936
10258,1,6,0,0,0.3,7.55,0.3,0,2.16,0,0,0,2,3.2,1.830605268
10259,2,7,0,0,0.15,6.35,0.2,0,2.285,0,0,0,2,2.25,1.647334576
10260,6,8,0,0,0.05,8.55,0.1,0,2.965,0,0,0,2,1.9,2.324294329
10261,8,9,0,0,0.4,9.15,0,0,2.61,0,0,0,2,3.4,2.79223299
10262,2,10,0,0,0.7,9.7,0,0,2.625,0,0,0,2,5.5,2.869881392
10263,2,11,0,0,0.45,8.1,0,0,2.57,0,0,0,2,4.35,2.359823465
10264,7,12,0,0,0.25,8.65,0.4,0,4.38,0,0,0,2,3.3,3.437829256
10265,6,13,0,0,0.55,7.3,0.3,0,4.56,0,0,0,2,4.8,3.751337528
10266,12,14,0,0,0.75,7.25,0.15,0,4.11,0,0,0,2,5.4,4.163925171
10267,5,15,0.4,0,0.85,6.8,0.5,0,4.195,0,0,0,2,7.95,4.191013336
10268,6,16,0.7,0.4,0.55,8.4,0.35,0,6.525,0.4,0,0,2,7.3,5.460025311
10269,2,17,0.45,0.3,0.7,7.65,0.15,0,4.76,0.3,0,0,2,6.65,4.196042538
10270,15,18,0.25,0.15,0.45,4.45,0.1,0,5.05,0.55,0,0,2,4.85,4.319987297
10271,6,19,0.15,0.5,0.6,4.7,0.45,0,7.395,0.8,0,0,2,8.6,5.160618305
10272,2,20,0.05,0.35,0.8,5.35,0.3,0,7.73,0.5,0,0,2,8.05,5.35337162
10273,1,21,0,0.15,0.5,4.6,0.15,0,5.145,0.25,0,0,2,5.35,3.413387775
10274,7,22,0,0.1,0.25,7.5,0.1,0,4.18,0.15,0,0,2,3.5,3.222763777
10275,4,23,0,0.05,0.55,6.7,0.45,0,3.315,0.05,0,0,2,4.75,2.935217619
10276,2,24,0.4,0,0.35,6.1,0.3,0,3.5,0,0,0,2,4.35,2.89508009
10277,2,25,0.3,0,0.15,5.4,0.15,0,3.215,0,0,0,2,3.25,2.324642658
10278,6,26,0.15,0,0.1,5.5,0.9,0,3.345,0,0,0,2,2.75,2.509111881
10279,7,27,0.1,0,0.45,6,0.65,0,3.47,0,0,0,2,4.05,3.109658241
10280,20,28,0.05,0,0.7,6.1,0.3,0,3.58,0,0,0,2,5.3,4.303087234
10281,8,29,0,0,0.85,8.05,0.2,0,7.975,0,0,0,2,11.3,6.182865143
10282,1,30,0,0.4,0.95,11.6,0.1,0,7.105,0.4,0,0,2,10.95,5.722074032
10283,2,31,0,0.3,0.6,9.4,0,0,6.045,1.1,0,0,2,6.8,4.385932446
10284,2,32,0,0.15,0.3,6.5,0,0.4,4.34,0.75,0,0,2,4.65,2.905259132
10285,2,33,0,0.1,0.15,7,0,0.3,3.59,0.4,0,0,2,3.35,2.403147697
10286,12,34,0,0.05,0.05,8.15,0,0.15,3.04,0.25,0,0,2,2.2,2.733405828
10287,7,35,0.4,0,0.4,7.15,0,0.1,3.7,0.5,0,0,2,5.95,3.399712324
10288,6,36,0.3,0,0.7,6.65,0,0.05,3.53,0.3,0,0,2,7,3.564571857
10289,8,37,0.15,0,0.85,5.3,0,0,2.955,0.15,0,0,2,6.6,3.379340172
10290,7,6,0.35,0.3,0.3,2.55,0.8,0,4.92,1.7,0,0,2,4.9,3.242524385
10291,2,7,0.15,0.15,0.55,3.2,0.5,0,3.96,1,0,0,2,5.4,2.749716282
10292,6,8,0.1,0.45,0.35,2.85,0.25,0,3.58,0.85,0,0,2,4.15,2.548865557
10293,8,9,0.05,0.3,0.55,2.85,1.35,0,3.29,0.85,0,0,2,4.5,2.777683735
10294,0,10,0,0.15,0.8,3.75,1.35,0,3.83,0.5,0,0,2,6.1,2.96755147
10295,2,11,0,0.1,0.5,2.35,0.75,0,2.395,0.25,0,0,2,3.85,1.821727395
10296,12,12,0,0.05,0.25,1.55,1.25,0,2.445,0.15,0,0,2,2.7,2.119803905
10297,7,13,0.4,0.4,0.55,2.55,0.85,0,5.21,0.85,0,0,2,6.5,3.98690176
10298,6,14,0.3,0.7,0.75,2.4,1.15,0,5.155,1,0,0,2,7.1,4.117789268
10299,0,15,0.15,0.45,0.85,2.5,0.8,0,4.485,1,0,0,2,6.5,3.332624197
10300,11,16,0.1,0.25,0.55,1.65,0.4,0,2.85,0.65,0,0,2,4.15,2.671620846
10301,2,17,0.45,0.15,0.7,1.65,0.2,0,3.535,0.75,0,0,2,6.6,2.88703227
10302,6,18,0.3,0.05,0.45,1.8,0.9,0,5.195,2.05,0,0,2,5.05,3.320317984
10303,6,19,0.15,0,0.6,1.85,1,0,4.53,1.8,0,0,2,4.95,3.104040146
10304,1,20,0.1,0,0.8,1.9,0.6,0,3.86,1.4,0,0,2,5.6,2.728120804
